year,borough,major_category,total_crime,Latitude,Longitude
2012,Camden,Burglary,2935,-0.12796,51.53236
2012,Camden,Criminal Damage,1865,-0.12796,51.53236
2012,Camden,Drugs,2296,-0.12796,51.53236
2012,Camden,Other Notifiable Offences,449,-0.12796,51.53236
2012,Camden,Robbery,1093,-0.12796,51.53236
2012,Camden,Theft and Handling,17717,-0.12796,51.53236
2012,Camden,Violence Against the Person,5117,-0.12796,51.53236
2012,City of London,Theft and Handling,121,-0.09743,51.5205
2012,Croydon,Burglary,4038,-0.073803,51.36496
2012,Croydon,Criminal Damage,3072,-0.073803,51.36496
2012,Croydon,Drugs,2356,-0.073803,51.36496
2012,Croydon,Other Notifiable Offences,489,-0.073803,51.36496
2012,Croydon,Robbery,1925,-0.073803,51.36496
2012,Croydon,Theft and Handling,11754,-0.073803,51.36496
2012,Croydon,Violence Against the Person,6555,-0.073803,51.36496
2012,Ealing,Burglary,3940,-0.29991,51.51407
2012,Ealing,Criminal Damage,2606,-0.29991,51.51407
2012,Ealing,Drugs,2170,-0.29991,51.51407
2012,Ealing,Other Notifiable Offences,478,-0.29991,51.51407
2012,Ealing,Robbery,1233,-0.29991,51.51407
2012,Ealing,Theft and Handling,11555,-0.29991,51.51407
2012,Ealing,Violence Against the Person,6850,-0.29991,51.51407
2012,Enfield,Burglary,3719,-0.076348,51.667797
2012,Enfield,Criminal Damage,2138,-0.076348,51.667797
2012,Enfield,Drugs,1135,-0.076348,51.667797
2012,Enfield,Other Notifiable Offences,300,-0.076348,51.667797
2012,Enfield,Robbery,1121,-0.076348,51.667797
2012,Enfield,Theft and Handling,8425,-0.076348,51.667797
2012,Enfield,Violence Against the Person,4231,-0.076348,51.667797
2012,Greenwich,Burglary,2305,0.00257,51.48451
2012,Greenwich,Criminal Damage,2216,0.00257,51.48451
2012,Greenwich,Drugs,1313,0.00257,51.48451
2012,Greenwich,Other Notifiable Offences,369,0.00257,51.48451
2012,Greenwich,Robbery,580,0.00257,51.48451
2012,Greenwich,Theft and Handling,7935,0.00257,51.48451
2012,Greenwich,Violence Against the Person,5310,0.00257,51.48451
2012,Hackney,Burglary,2389,-0.05833,51.55
2012,Hackney,Criminal Damage,1844,-0.05833,51.55
2012,Hackney,Drugs,2184,-0.05833,51.55
2012,Hackney,Other Notifiable Offences,338,-0.05833,51.55
2012,Hackney,Robbery,1249,-0.05833,51.55
2012,Hackney,Theft and Handling,13375,-0.05833,51.55
2012,Hackney,Violence Against the Person,5716,-0.05833,51.55
2012,Hammersmith and Fulham,Burglary,1864,-0.220817,51.495045
2012,Hammersmith and Fulham,Criminal Damage,1467,-0.220817,51.495045
2012,Hammersmith and Fulham,Drugs,1644,-0.220817,51.495045
2012,Hammersmith and Fulham,Other Notifiable Offences,339,-0.220817,51.495045
2012,Hammersmith and Fulham,Robbery,697,-0.220817,51.495045
2012,Hammersmith and Fulham,Theft and Handling,10777,-0.220817,51.495045
2012,Hammersmith and Fulham,Violence Against the Person,4242,-0.220817,51.495045
2012,Haringey,Burglary,3435,-0.071193,51.58784
2012,Haringey,Criminal Damage,2176,-0.071193,51.58784
2012,Haringey,Drugs,1534,-0.071193,51.58784
2012,Haringey,Other Notifiable Offences,282,-0.071193,51.58784
2012,Haringey,Robbery,1120,-0.071193,51.58784
2012,Haringey,Theft and Handling,9957,-0.071193,51.58784
2012,Haringey,Violence Against the Person,4727,-0.071193,51.58784
2012,Harrow,Burglary,2515,-0.46443,51.4801
2012,Harrow,Criminal Damage,1240,-0.46443,51.4801
2012,Harrow,Drugs,703,-0.46443,51.4801
2012,Harrow,Other Notifiable Offences,224,-0.46443,51.4801
2012,Harrow,Robbery,655,-0.46443,51.4801
2012,Harrow,Theft and Handling,4551,-0.46443,51.4801
2012,Harrow,Violence Against the Person,2915,-0.46443,51.4801
2012,Havering,Burglary,2814,0.255151,51.570454
2012,Havering,Criminal Damage,1589,0.255151,51.570454
2012,Havering,Drugs,1049,0.255151,51.570454
2012,Havering,Other Notifiable Offences,243,0.255151,51.570454
2012,Havering,Robbery,427,0.255151,51.570454
2012,Havering,Theft and Handling,6540,0.255151,51.570454
2012,Havering,Violence Against the Person,3303,0.255151,51.570454
2012,Hillingdon,Burglary,3353,-0.44998,51.54304
2012,Hillingdon,Criminal Damage,2268,-0.44998,51.54304
2012,Hillingdon,Drugs,1092,-0.44998,51.54304
2012,Hillingdon,Other Notifiable Offences,513,-0.44998,51.54304
2012,Hillingdon,Robbery,845,-0.44998,51.54304
2012,Hillingdon,Theft and Handling,8923,-0.44998,51.54304
2012,Hillingdon,Violence Against the Person,5109,-0.44998,51.54304
2012,Hounslow,Burglary,2932,-0.361667,51.4675
2012,Hounslow,Criminal Damage,2252,-0.361667,51.4675
2012,Hounslow,Drugs,1595,-0.361667,51.4675
2012,Hounslow,Other Notifiable Offences,391,-0.361667,51.4675
2012,Hounslow,Robbery,767,-0.361667,51.4675
2012,Hounslow,Theft and Handling,9427,-0.361667,51.4675
2012,Hounslow,Violence Against the Person,5360,-0.361667,51.4675
2012,Islington,Burglary,2402,-0.10614,51.53279
2012,Islington,Criminal Damage,1864,-0.10614,51.53279
2012,Islington,Drugs,1703,-0.10614,51.53279
2012,Islington,Other Notifiable Offences,385,-0.10614,51.53279
2012,Islington,Robbery,1160,-0.10614,51.53279
2012,Islington,Theft and Handling,13479,-0.10614,51.53279
2012,Islington,Violence Against the Person,5275,-0.10614,51.53279
2012,Kensington and Chelsea,Burglary,1784,-0.192221,51.501205
2012,Kensington and Chelsea,Criminal Damage,1048,-0.192221,51.501205
2012,Kensington and Chelsea,Drugs,1355,-0.192221,51.501205
2012,Kensington and Chelsea,Other Notifiable Offences,211,-0.192221,51.501205
2012,Kensington and Chelsea,Robbery,653,-0.192221,51.501205
2012,Kensington and Chelsea,Theft and Handling,12042,-0.192221,51.501205
2012,Kensington and Chelsea,Violence Against the Person,2664,-0.192221,51.501205
2012,Kingston upon Thames,Burglary,1373,-0.29142,51.41104
2012,Kingston upon Thames,Criminal Damage,1088,-0.29142,51.41104
2012,Kingston upon Thames,Drugs,419,-0.29142,51.41104
2012,Kingston upon Thames,Other Notifiable Offences,119,-0.29142,51.41104
2012,Kingston upon Thames,Robbery,236,-0.29142,51.41104
2012,Kingston upon Thames,Theft and Handling,4458,-0.29142,51.41104
2012,Kingston upon Thames,Violence Against the Person,2263,-0.29142,51.41104
2012,Lambeth,Burglary,3599,-0.11108,51.49085
2012,Lambeth,Criminal Damage,2506,-0.11108,51.49085
2012,Lambeth,Drugs,2290,-0.11108,51.49085
2012,Lambeth,Other Notifiable Offences,407,-0.11108,51.49085
2012,Lambeth,Robbery,2673,-0.11108,51.49085
2012,Lambeth,Theft and Handling,15095,-0.11108,51.49085
2012,Lambeth,Violence Against the Person,6903,-0.11108,51.49085
2012,Lewisham,Burglary,3296,-0.01213,51.45916
2012,Lewisham,Criminal Damage,2432,-0.01213,51.45916
2012,Lewisham,Drugs,1431,-0.01213,51.45916
2012,Lewisham,Other Notifiable Offences,338,-0.01213,51.45916
2012,Lewisham,Robbery,1301,-0.01213,51.45916
2012,Lewisham,Theft and Handling,8986,-0.01213,51.45916
2012,Lewisham,Violence Against the Person,5868,-0.01213,51.45916
2012,Merton,Burglary,2029,-0.166667,51.3833
2012,Merton,Criminal Damage,1328,-0.166667,51.3833
2012,Merton,Drugs,842,-0.166667,51.3833
2012,Merton,Other Notifiable Offences,158,-0.166667,51.3833
2012,Merton,Robbery,561,-0.166667,51.3833
2012,Merton,Theft and Handling,5408,-0.166667,51.3833
2012,Merton,Violence Against the Person,2530,-0.166667,51.3833
2012,Newham,Burglary,3056,0.013242,51.524384
2012,Newham,Criminal Damage,2357,0.013242,51.524384
2012,Newham,Drugs,1857,0.013242,51.524384
2012,Newham,Other Notifiable Offences,456,0.013242,51.524384
2012,Newham,Robbery,2310,0.013242,51.524384
2012,Newham,Theft and Handling,13416,0.013242,51.524384
2012,Newham,Violence Against the Person,6615,0.013242,51.524384
2012,Redbridge,Burglary,3398,0.083333,51.5667
2012,Redbridge,Criminal Damage,1722,0.083333,51.5667
2012,Redbridge,Drugs,1928,0.083333,51.5667
2012,Redbridge,Other Notifiable Offences,290,0.083333,51.5667
2012,Redbridge,Robbery,1036,0.083333,51.5667
2012,Redbridge,Theft and Handling,8935,0.083333,51.5667
2012,Redbridge,Violence Against the Person,4115,0.083333,51.5667
2012,Richmond upon Thames,Burglary,2008,-0.312531,51.442757
2012,Richmond upon Thames,Criminal Damage,1197,-0.312531,51.442757
2012,Richmond upon Thames,Drugs,529,-0.312531,51.442757
2012,Richmond upon Thames,Other Notifiable Offences,154,-0.312531,51.442757
2012,Richmond upon Thames,Robbery,226,-0.312531,51.442757
2012,Richmond upon Thames,Theft and Handling,4998,-0.312531,51.442757
2012,Richmond upon Thames,Violence Against the Person,2056,-0.312531,51.442757
2012,Southwark,Burglary,3278,-0.08921,51.50541
2012,Southwark,Criminal Damage,2374,-0.08921,51.50541
2012,Southwark,Drugs,2437,-0.08921,51.50541
2012,Southwark,Other Notifiable Offences,471,-0.08921,51.50541
2012,Southwark,Robbery,2506,-0.08921,51.50541
2012,Southwark,Theft and Handling,13200,-0.08921,51.50541
2012,Southwark,Violence Against the Person,6471,-0.08921,51.50541
2012,Sutton,Burglary,1536,-0.166667,51.3333
2012,Sutton,Criminal Damage,1354,-0.166667,51.3333
2012,Sutton,Drugs,557,-0.166667,51.3333
2012,Sutton,Other Notifiable Offences,163,-0.166667,51.3333
2012,Sutton,Robbery,303,-0.166667,51.3333
2012,Sutton,Theft and Handling,4378,-0.166667,51.3333
2012,Sutton,Violence Against the Person,2657,-0.166667,51.3333
2012,Tower Hamlets,Burglary,2631,-0.05457,51.52017
2012,Tower Hamlets,Criminal Damage,2228,-0.05457,51.52017
2012,Tower Hamlets,Drugs,3259,-0.05457,51.52017
2012,Tower Hamlets,Other Notifiable Offences,404,-0.05457,51.52017
2012,Tower Hamlets,Robbery,1356,-0.05457,51.52017
2012,Tower Hamlets,Theft and Handling,10902,-0.05457,51.52017
2012,Tower Hamlets,Violence Against the Person,6004,-0.05457,51.52017
2012,Waltham Forest,Burglary,2943,-0.015955,51.601154
2012,Waltham Forest,Criminal Damage,1964,-0.015955,51.601154
2012,Waltham Forest,Drugs,1269,-0.015955,51.601154
2012,Waltham Forest,Other Notifiable Offences,306,-0.015955,51.601154
2012,Waltham Forest,Robbery,1348,-0.015955,51.601154
2012,Waltham Forest,Theft and Handling,9873,-0.015955,51.601154
2012,Waltham Forest,Violence Against the Person,4944,-0.015955,51.601154
2012,Wandsworth,Burglary,3395,-0.194861,51.4573
2012,Wandsworth,Criminal Damage,2019,-0.194861,51.4573
2012,Wandsworth,Drugs,1045,-0.194861,51.4573
2012,Wandsworth,Other Notifiable Offences,319,-0.194861,51.4573
2012,Wandsworth,Robbery,1198,-0.194861,51.4573
2012,Wandsworth,Theft and Handling,12370,-0.194861,51.4573
2012,Wandsworth,Violence Against the Person,4111,-0.194861,51.4573
2012,Westminster,Burglary,4083,-0.12802,51.50008
2012,Westminster,Criminal Damage,2254,-0.12802,51.50008
2012,Westminster,Drugs,4654,-0.12802,51.50008
2012,Westminster,Other Notifiable Offences,641,-0.12802,51.50008
2012,Westminster,Robbery,2312,-0.12802,51.50008
2012,Westminster,Theft and Handling,38152,-0.12802,51.50008
2012,Westminster,Violence Against the Person,7130,-0.12802,51.50008
2013,Barking and Dagenham,Burglary,2222,0.133158,51.5465
2013,Barking and Dagenham,Criminal Damage,1619,0.133158,51.5465
2013,Barking and Dagenham,Drugs,1079,0.133158,51.5465
2013,Barking and Dagenham,Other Notifiable Offences,284,0.133158,51.5465
2013,Barking and Dagenham,Robbery,526,0.133158,51.5465
2013,Barking and Dagenham,Theft and Handling,6140,0.133158,51.5465
2013,Barking and Dagenham,Violence Against the Person,3889,0.133158,51.5465
2013,Barnet,Burglary,4262,-0.19622,51.6455
2013,Barnet,Criminal Damage,1855,-0.19622,51.6455
2013,Barnet,Drugs,1041,-0.19622,51.6455
2013,Barnet,Other Notifiable Offences,300,-0.19622,51.6455
2013,Barnet,Robbery,802,-0.19622,51.6455
2013,Barnet,Theft and Handling,9958,-0.19622,51.6455
2013,Barnet,Violence Against the Person,4292,-0.19622,51.6455
2013,Bexley,Burglary,1784,0.110969,51.45964
2013,Bexley,Criminal Damage,1432,0.110969,51.45964
2013,Bexley,Drugs,837,0.110969,51.45964
2013,Bexley,Other Notifiable Offences,224,0.110969,51.45964
2013,Bexley,Robbery,268,0.110969,51.45964
2013,Bexley,Theft and Handling,4293,0.110969,51.45964
2013,Bexley,Violence Against the Person,2714,0.110969,51.45964
2013,Brent,Burglary,3084,-0.271275,51.5436
2013,Brent,Criminal Damage,1994,-0.271275,51.5436
2013,Brent,Drugs,3341,-0.271275,51.5436
2013,Brent,Other Notifiable Offences,424,-0.271275,51.5436
2013,Brent,Robbery,1143,-0.271275,51.5436
2013,Brent,Theft and Handling,7776,-0.271275,51.5436
2013,Brent,Violence Against the Person,5997,-0.271275,51.5436
2013,Bromley,Burglary,3121,0.01493,51.4057
2013,Bromley,Criminal Damage,1995,0.01493,51.4057
2013,Bromley,Drugs,1046,0.01493,51.4057
2013,Bromley,Other Notifiable Offences,276,0.01493,51.4057
2013,Bromley,Robbery,575,0.01493,51.4057
2013,Bromley,Theft and Handling,7725,0.01493,51.4057
2013,Bromley,Violence Against the Person,4207,0.01493,51.4057
2013,Camden,Burglary,3085,-0.12796,51.53236
2013,Camden,Criminal Damage,1576,-0.12796,51.53236
2013,Camden,Drugs,2172,-0.12796,51.53236
2013,Camden,Other Notifiable Offences,412,-0.12796,51.53236
2013,Camden,Robbery,872,-0.12796,51.53236
2013,Camden,Theft and Handling,15767,-0.12796,51.53236
2013,Camden,Violence Against the Person,4551,-0.12796,51.53236
2013,City of London,Theft and Handling,79,-0.09743,51.5205
2013,Croydon,Burglary,3958,-0.073803,51.36496
2013,Croydon,Criminal Damage,2821,-0.073803,51.36496
2013,Croydon,Drugs,2079,-0.073803,51.36496
2013,Croydon,Other Notifiable Offences,394,-0.073803,51.36496
2013,Croydon,Robbery,1699,-0.073803,51.36496
2013,Croydon,Theft and Handling,10307,-0.073803,51.36496
2013,Croydon,Violence Against the Person,6186,-0.073803,51.36496
2013,Ealing,Burglary,3584,-0.29991,51.51407
2013,Ealing,Criminal Damage,2254,-0.29991,51.51407
2013,Ealing,Drugs,1897,-0.29991,51.51407
2013,Ealing,Other Notifiable Offences,422,-0.29991,51.51407
2013,Ealing,Robbery,911,-0.29991,51.51407
2013,Ealing,Theft and Handling,10564,-0.29991,51.51407
2013,Ealing,Violence Against the Person,6285,-0.29991,51.51407
2013,Enfield,Burglary,3449,-0.076348,51.667797
2013,Enfield,Criminal Damage,1964,-0.076348,51.667797
2013,Enfield,Drugs,1557,-0.076348,51.667797
2013,Enfield,Other Notifiable Offences,339,-0.076348,51.667797
2013,Enfield,Robbery,935,-0.076348,51.667797
2013,Enfield,Theft and Handling,8814,-0.076348,51.667797
2013,Enfield,Violence Against the Person,4516,-0.076348,51.667797
2013,Greenwich,Burglary,2369,0.00257,51.48451
2013,Greenwich,Criminal Damage,2013,0.00257,51.48451
2013,Greenwich,Drugs,1311,0.00257,51.48451
2013,Greenwich,Other Notifiable Offences,387,0.00257,51.48451
2013,Greenwich,Robbery,471,0.00257,51.48451
2013,Greenwich,Theft and Handling,7319,0.00257,51.48451
2013,Greenwich,Violence Against the Person,5078,0.00257,51.48451
2013,Hackney,Burglary,2784,-0.05833,51.55
2013,Hackney,Criminal Damage,1659,-0.05833,51.55
2013,Hackney,Drugs,1883,-0.05833,51.55
2013,Hackney,Other Notifiable Offences,365,-0.05833,51.55
2013,Hackney,Robbery,1017,-0.05833,51.55
2013,Hackney,Theft and Handling,12180,-0.05833,51.55
2013,Hackney,Violence Against the Person,5745,-0.05833,51.55
2013,Hammersmith and Fulham,Burglary,1514,-0.220817,51.495045
2013,Hammersmith and Fulham,Criminal Damage,1196,-0.220817,51.495045
2013,Hammersmith and Fulham,Drugs,1958,-0.220817,51.495045
2013,Hammersmith and Fulham,Other Notifiable Offences,368,-0.220817,51.495045
2013,Hammersmith and Fulham,Robbery,560,-0.220817,51.495045
2013,Hammersmith and Fulham,Theft and Handling,9048,-0.220817,51.495045
2013,Hammersmith and Fulham,Violence Against the Person,3961,-0.220817,51.495045
2013,Haringey,Burglary,2731,-0.071193,51.58784
2013,Haringey,Criminal Damage,1862,-0.071193,51.58784
2013,Haringey,Drugs,1196,-0.071193,51.58784
2013,Haringey,Other Notifiable Offences,278,-0.071193,51.58784
2013,Haringey,Robbery,900,-0.071193,51.58784
2013,Haringey,Theft and Handling,9305,-0.071193,51.58784
2013,Haringey,Violence Against the Person,4433,-0.071193,51.58784
2013,Harrow,Burglary,2097,-0.46443,51.4801
2013,Harrow,Criminal Damage,1134,-0.46443,51.4801
2013,Harrow,Drugs,892,-0.46443,51.4801
2013,Harrow,Other Notifiable Offences,223,-0.46443,51.4801
2013,Harrow,Robbery,503,-0.46443,51.4801
2013,Harrow,Theft and Handling,4057,-0.46443,51.4801
2013,Harrow,Violence Against the Person,3008,-0.46443,51.4801
2013,Havering,Burglary,2480,0.255151,51.570454
2013,Havering,Criminal Damage,1486,0.255151,51.570454
2013,Havering,Drugs,1006,0.255151,51.570454
2013,Havering,Other Notifiable Offences,249,0.255151,51.570454
2013,Havering,Robbery,292,0.255151,51.570454
2013,Havering,Theft and Handling,6312,0.255151,51.570454
2013,Havering,Violence Against the Person,3264,0.255151,51.570454
2013,Hillingdon,Burglary,2853,-0.44998,51.54304
2013,Hillingdon,Criminal Damage,2149,-0.44998,51.54304
2013,Hillingdon,Drugs,1031,-0.44998,51.54304
2013,Hillingdon,Other Notifiable Offences,540,-0.44998,51.54304
2013,Hillingdon,Robbery,543,-0.44998,51.54304
2013,Hillingdon,Theft and Handling,8177,-0.44998,51.54304
2013,Hillingdon,Violence Against the Person,4955,-0.44998,51.54304
2013,Hounslow,Burglary,2473,-0.361667,51.4675
2013,Hounslow,Criminal Damage,1988,-0.361667,51.4675
2013,Hounslow,Drugs,1493,-0.361667,51.4675
2013,Hounslow,Other Notifiable Offences,358,-0.361667,51.4675
2013,Hounslow,Robbery,479,-0.361667,51.4675
2013,Hounslow,Theft and Handling,7911,-0.361667,51.4675
2013,Hounslow,Violence Against the Person,5047,-0.361667,51.4675
2013,Islington,Burglary,2394,-0.10614,51.53279
2013,Islington,Criminal Damage,1592,-0.10614,51.53279
2013,Islington,Drugs,1410,-0.10614,51.53279
2013,Islington,Other Notifiable Offences,382,-0.10614,51.53279
2013,Islington,Robbery,943,-0.10614,51.53279
2013,Islington,Theft and Handling,12169,-0.10614,51.53279
2013,Islington,Violence Against the Person,4894,-0.10614,51.53279
2013,Kensington and Chelsea,Burglary,1754,-0.192221,51.501205
2013,Kensington and Chelsea,Criminal Damage,824,-0.192221,51.501205
2013,Kensington and Chelsea,Drugs,1098,-0.192221,51.501205
2013,Kensington and Chelsea,Other Notifiable Offences,216,-0.192221,51.501205
2013,Kensington and Chelsea,Robbery,538,-0.192221,51.501205
2013,Kensington and Chelsea,Theft and Handling,10742,-0.192221,51.501205
2013,Kensington and Chelsea,Violence Against the Person,2530,-0.192221,51.501205
2013,Kingston upon Thames,Burglary,1190,-0.29142,51.41104
2013,Kingston upon Thames,Criminal Damage,947,-0.29142,51.41104
2013,Kingston upon Thames,Drugs,588,-0.29142,51.41104
2013,Kingston upon Thames,Other Notifiable Offences,104,-0.29142,51.41104
2013,Kingston upon Thames,Robbery,156,-0.29142,51.41104
2013,Kingston upon Thames,Theft and Handling,4161,-0.29142,51.41104
2013,Kingston upon Thames,Violence Against the Person,2045,-0.29142,51.41104
2013,Lambeth,Burglary,3876,-0.11108,51.49085
2013,Lambeth,Criminal Damage,2415,-0.11108,51.49085
2013,Lambeth,Drugs,1894,-0.11108,51.49085
2013,Lambeth,Other Notifiable Offences,405,-0.11108,51.49085
2013,Lambeth,Robbery,2422,-0.11108,51.49085
2013,Lambeth,Theft and Handling,13995,-0.11108,51.49085
2013,Lambeth,Violence Against the Person,6861,-0.11108,51.49085
2013,Lewisham,Burglary,3297,-0.01213,51.45916
2013,Lewisham,Criminal Damage,2188,-0.01213,51.45916
2013,Lewisham,Drugs,1714,-0.01213,51.45916
2013,Lewisham,Other Notifiable Offences,344,-0.01213,51.45916
2013,Lewisham,Robbery,1271,-0.01213,51.45916
2013,Lewisham,Theft and Handling,7319,-0.01213,51.45916
2013,Lewisham,Violence Against the Person,5941,-0.01213,51.45916
2013,Merton,Burglary,1763,-0.166667,51.3833
2013,Merton,Criminal Damage,1205,-0.166667,51.3833
2013,Merton,Drugs,638,-0.166667,51.3833
2013,Merton,Other Notifiable Offences,155,-0.166667,51.3833
2013,Merton,Robbery,440,-0.166667,51.3833
2013,Merton,Theft and Handling,4930,-0.166667,51.3833
2013,Merton,Violence Against the Person,2464,-0.166667,51.3833
2013,Newham,Burglary,2904,0.013242,51.524384
2013,Newham,Criminal Damage,2081,0.013242,51.524384
2013,Newham,Drugs,1622,0.013242,51.524384
2013,Newham,Other Notifiable Offences,424,0.013242,51.524384
2013,Newham,Robbery,2121,0.013242,51.524384
2013,Newham,Theft and Handling,12271,0.013242,51.524384
2013,Newham,Violence Against the Person,6154,0.013242,51.524384
2013,Redbridge,Burglary,2993,0.083333,51.5667
2013,Redbridge,Criminal Damage,1488,0.083333,51.5667
2013,Redbridge,Drugs,1796,0.083333,51.5667
2013,Redbridge,Other Notifiable Offences,296,0.083333,51.5667
2013,Redbridge,Robbery,883,0.083333,51.5667
2013,Redbridge,Theft and Handling,8099,0.083333,51.5667
2013,Redbridge,Violence Against the Person,4238,0.083333,51.5667
2013,Richmond upon Thames,Burglary,1927,-0.312531,51.442757
2013,Richmond upon Thames,Criminal Damage,1147,-0.312531,51.442757
2013,Richmond upon Thames,Drugs,628,-0.312531,51.442757
2013,Richmond upon Thames,Other Notifiable Offences,144,-0.312531,51.442757
2013,Richmond upon Thames,Robbery,194,-0.312531,51.442757
2013,Richmond upon Thames,Theft and Handling,4489,-0.312531,51.442757
2013,Richmond upon Thames,Violence Against the Person,1910,-0.312531,51.442757
2013,Southwark,Burglary,3458,-0.08921,51.50541
2013,Southwark,Criminal Damage,2370,-0.08921,51.50541
2013,Southwark,Drugs,2657,-0.08921,51.50541
2013,Southwark,Other Notifiable Offences,451,-0.08921,51.50541
2013,Southwark,Robbery,2249,-0.08921,51.50541
2013,Southwark,Theft and Handling,13689,-0.08921,51.50541
2013,Southwark,Violence Against the Person,6254,-0.08921,51.50541
2013,Sutton,Burglary,1427,-0.166667,51.3333
2013,Sutton,Criminal Damage,1219,-0.166667,51.3333
2013,Sutton,Drugs,477,-0.166667,51.3333
2013,Sutton,Other Notifiable Offences,140,-0.166667,51.3333
2013,Sutton,Robbery,246,-0.166667,51.3333
2013,Sutton,Theft and Handling,4173,-0.166667,51.3333
2013,Sutton,Violence Against the Person,2375,-0.166667,51.3333
2013,Tower Hamlets,Burglary,2695,-0.05457,51.52017
2013,Tower Hamlets,Criminal Damage,2054,-0.05457,51.52017
2013,Tower Hamlets,Drugs,3019,-0.05457,51.52017
2013,Tower Hamlets,Other Notifiable Offences,494,-0.05457,51.52017
2013,Tower Hamlets,Robbery,1253,-0.05457,51.52017
2013,Tower Hamlets,Theft and Handling,10430,-0.05457,51.52017
2013,Tower Hamlets,Violence Against the Person,6313,-0.05457,51.52017
2013,Waltham Forest,Burglary,2701,-0.015955,51.601154
2013,Waltham Forest,Criminal Damage,1795,-0.015955,51.601154
2013,Waltham Forest,Drugs,1692,-0.015955,51.601154
2013,Waltham Forest,Other Notifiable Offences,321,-0.015955,51.601154
2013,Waltham Forest,Robbery,981,-0.015955,51.601154
2013,Waltham Forest,Theft and Handling,9240,-0.015955,51.601154
2013,Waltham Forest,Violence Against the Person,5173,-0.015955,51.601154
2013,Wandsworth,Burglary,3084,-0.194861,51.4573
2013,Wandsworth,Criminal Damage,1801,-0.194861,51.4573
2013,Wandsworth,Drugs,1071,-0.194861,51.4573
2013,Wandsworth,Other Notifiable Offences,326,-0.194861,51.4573
2013,Wandsworth,Robbery,943,-0.194861,51.4573
2013,Wandsworth,Theft and Handling,11065,-0.194861,51.4573
2013,Wandsworth,Violence Against the Person,4000,-0.194861,51.4573
2013,Westminster,Burglary,3906,-0.12802,51.50008
2013,Westminster,Criminal Damage,2080,-0.12802,51.50008
2013,Westminster,Drugs,4151,-0.12802,51.50008
2013,Westminster,Other Notifiable Offences,762,-0.12802,51.50008
2013,Westminster,Robbery,2198,-0.12802,51.50008
2013,Westminster,Theft and Handling,33868,-0.12802,51.50008
2013,Westminster,Violence Against the Person,6887,-0.12802,51.50008
2014,Barking and Dagenham,Burglary,1894,0.133158,51.5465
2014,Barking and Dagenham,Criminal Damage,1653,0.133158,51.5465
2014,Barking and Dagenham,Drugs,803,0.133158,51.5465
2014,Barking and Dagenham,Other Notifiable Offences,328,0.133158,51.5465
2014,Barking and Dagenham,Robbery,494,0.133158,51.5465
2014,Barking and Dagenham,Theft and Handling,5289,0.133158,51.5465
2014,Barking and Dagenham,Violence Against the Person,4965,0.133158,51.5465
2014,Barnet,Burglary,3621,-0.19622,51.6455
2014,Barnet,Criminal Damage,2095,-0.19622,51.6455
2014,Barnet,Drugs,1042,-0.19622,51.6455
2014,Barnet,Other Notifiable Offences,361,-0.19622,51.6455
2014,Barnet,Robbery,560,-0.19622,51.6455
2014,Barnet,Theft and Handling,9094,-0.19622,51.6455
2014,Barnet,Violence Against the Person,5799,-0.19622,51.6455
2014,Bexley,Burglary,1539,0.110969,51.45964
2014,Bexley,Criminal Damage,1460,0.110969,51.45964
2014,Bexley,Drugs,762,0.110969,51.45964
2014,Bexley,Other Notifiable Offences,248,0.110969,51.45964
2014,Bexley,Robbery,204,0.110969,51.45964
2014,Bexley,Theft and Handling,4285,0.110969,51.45964
2014,Bexley,Violence Against the Person,3346,0.110969,51.45964
2014,Brent,Burglary,2639,-0.271275,51.5436
2014,Brent,Criminal Damage,2136,-0.271275,51.5436
2014,Brent,Drugs,2891,-0.271275,51.5436
2014,Brent,Other Notifiable Offences,472,-0.271275,51.5436
2014,Brent,Robbery,876,-0.271275,51.5436
2014,Brent,Theft and Handling,7721,-0.271275,51.5436
2014,Brent,Violence Against the Person,7691,-0.271275,51.5436
2014,Bromley,Burglary,2686,0.01493,51.4057
2014,Bromley,Criminal Damage,2273,0.01493,51.4057
2014,Bromley,Drugs,990,0.01493,51.4057
2014,Bromley,Other Notifiable Offences,328,0.01493,51.4057
2014,Bromley,Robbery,390,0.01493,51.4057
2014,Bromley,Theft and Handling,7489,0.01493,51.4057
2014,Bromley,Violence Against the Person,5512,0.01493,51.4057
2014,Camden,Burglary,2925,-0.12796,51.53236
2014,Camden,Criminal Damage,1670,-0.12796,51.53236
2014,Camden,Drugs,1919,-0.12796,51.53236
2014,Camden,Other Notifiable Offences,477,-0.12796,51.53236
2014,Camden,Robbery,880,-0.12796,51.53236
2014,Camden,Theft and Handling,13640,-0.12796,51.53236
2014,Camden,Violence Against the Person,5687,-0.12796,51.53236
2014,City of London,Theft and Handling,83,-0.09743,51.5205
2014,City of London,Violence Against the Person,18,-0.09743,51.5205
2014,Croydon,Burglary,3139,-0.073803,51.36496
2014,Croydon,Criminal Damage,2830,-0.073803,51.36496
2014,Croydon,Drugs,1868,-0.073803,51.36496
2014,Croydon,Other Notifiable Offences,506,-0.073803,51.36496
2014,Croydon,Robbery,972,-0.073803,51.36496
2014,Croydon,Theft and Handling,9794,-0.073803,51.36496
2014,Croydon,Violence Against the Person,8248,-0.073803,51.36496
2014,Ealing,Burglary,2905,-0.29991,51.51407
